,host_is_superhost,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,shared_bathrooms,private_bathrooms
3589,f,Friedrichshain-Kreuzberg,52.49276,13.43842,Entire home/apt,2,1,1,80.0,10,14,0,0,0,3,5.0,5.0,4.67,5.0,5.0,5.0,5.0,t,0.0,1.0
3590,f,Mitte,52.55849,13.39296,Private room,2,1,1,35.0,1,1125,0,0,0,2,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,0.0,1.0
3591,t,Charlottenburg-Wilm.,52.50525,13.29473,Entire home/apt,5,2,5,87.0,3,1125,0,8,8,125,4.78,4.77,4.56,4.92,4.93,4.89,4.81,t,0.0,1.0
3592,f,Friedrichshain-Kreuzberg,52.49637,13.44571,Private room,2,1,1,25.0,3,1125,0,0,0,9,4.89,5.0,5.0,5.0,4.75,5.0,5.0,f,0.0,1.0
3593,f,Neukölln,52.4895,13.43381,Shared room,1,1,1,30.0,1,1125,0,0,0,2,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,1.0,0.0
3594,f,Friedrichshain-Kreuzberg,52.50622,13.46712,Entire home/apt,2,1,1,55.0,1,1125,0,0,0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
3595,f,Friedrichshain-Kreuzberg,52.48955,13.42315,Private room,2,1,1,35.0,5,1125,0,0,0,6,4.67,4.83,4.33,4.83,4.83,5.0,4.83,f,1.0,0.0
3596,f,Neukölln,52.48619,13.42696,Entire home/apt,4,2,2,40.0,1,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
3597,f,Friedrichshain-Kreuzberg,52.49465,13.40664,Entire home/apt,4,1,2,120.0,5,1125,10,24,53,66,4.75,4.86,4.46,4.89,4.85,4.98,4.75,t,0.0,1.0
3598,f,Neukölln,52.48243,13.43931,Entire home/apt,2,1,1,70.0,3,1125,0,0,0,3,4.33,5.0,4.67,4.67,4.0,4.67,4.0,f,0.0,1.0
3599,f,Mitte,52.53344,13.39628,Entire home/apt,2,1,1,69.0,3,1125,0,0,0,18,4.83,4.94,4.78,4.89,4.83,5.0,4.67,t,0.0,1.0
3600,f,Spandau,52.4521,13.12356,Private room,2,1,1,80.0,3,1125,29,59,89,4,4.5,4.75,3.75,4.5,4.75,4.5,4.5,f,0.0,1.0
3601,f,Friedrichshain-Kreuzberg,52.49716,13.42362,Entire home/apt,2,1,1,39.0,7,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
3602,f,Tempelhof - Schöneberg,52.50401,13.34129,Entire home/apt,3,1,2,75.0,93,364,0,0,0,6,4.25,4.5,3.25,4.0,4.5,4.5,3.5,f,0.0,1.0
3603,f,Mitte,52.52788,13.34985,Entire home/apt,2,1,1,57.0,60,1125,0,0,0,93,4.76,4.84,4.78,4.77,4.85,4.75,4.71,f,0.0,1.0
3604,f,Mitte,52.52382,13.33612,Entire home/apt,2,1,1,45.0,3,1125,0,0,0,16,4.75,4.81,4.94,4.94,4.94,4.81,4.94,f,0.0,1.0
3605,f,Friedrichshain-Kreuzberg,52.49246,13.43736,Entire home/apt,2,1,1,39.0,3,1125,0,0,0,21,4.17,4.72,4.17,4.11,4.28,4.72,4.44,f,0.0,1.5
3606,f,Friedrichshain-Kreuzberg,52.49929,13.44256,Entire home/apt,2,1,1,77.0,1,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
3607,f,Pankow,52.5562,13.46401,Entire home/apt,4,2,4,65.0,2,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
3608,f,Friedrichshain-Kreuzberg,52.49028,13.39165,Private room,1,1,1,24.0,1,1125,0,0,0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
3609,f,Mitte,52.5393,13.34898,Entire home/apt,2,1,1,50.0,14,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
3610,f,Pankow,52.54943,13.41316,Entire home/apt,2,1,1,37.0,1,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
3611,f,Friedrichshain-Kreuzberg,52.50028,13.46425,Private room,2,1,3,40.0,1,1125,0,0,0,3,4.0,4.0,4.0,4.5,4.0,4.5,4.5,f,0.0,1.5
3612,f,Pankow,52.55125,13.41703,Private room,2,1,1,42.0,2,1125,0,0,0,5,4.0,4.6,4.0,4.8,4.8,4.8,4.2,f,1.5,0.0
3613,f,Mitte,52.53377,13.34625,Entire home/apt,1,1,1,22.0,2,1125,0,0,0,5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,t,0.0,1.0
3614,f,Neukölln,52.48275,13.42279,Private room,2,1,1,35.0,3,12,0,0,0,4,4.75,5.0,5.0,5.0,5.0,4.75,5.0,f,1.0,0.0
3615,f,Treptow - Köpenick,52.43702,13.50628,Entire home/apt,1,1,1,61.0,92,1125,9,9,9,4,5.0,4.75,5.0,5.0,5.0,4.75,5.0,f,0.0,1.0
3616,f,Pankow,52.54973,13.41764,Private room,2,1,1,48.0,2,1125,0,0,0,25,4.82,4.95,4.82,4.86,4.86,4.86,4.86,f,0.0,1.0
3617,f,Neukölln,52.47614,13.41868,Entire home/apt,2,1,1,50.0,3,30,0,0,0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
3618,f,Friedrichshain-Kreuzberg,52.50967,13.45462,Entire home/apt,6,1,3,103.0,3,1125,7,10,31,190,4.52,4.69,4.24,4.69,4.48,4.87,4.47,t,0.0,1.0
3619,f,Tempelhof - Schöneberg,52.49483,13.3533,Entire home/apt,3,2,1,76.0,3,1125,0,0,0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,0.0,1.0
3620,f,Tempelhof - Schöneberg,52.49755,13.35122,Private room,2,1,1,42.0,1,1125,0,0,0,16,4.69,4.81,4.31,4.81,4.94,4.75,4.75,f,1.5,0.0
3621,f,Pankow,52.55252,13.40256,Entire home/apt,3,2,3,90.0,2,1125,0,0,0,4,4.25,4.75,4.5,5.0,5.0,5.0,4.75,f,0.0,1.0
3622,f,Friedrichshain-Kreuzberg,52.49436,13.39795,Entire home/apt,4,1,1,40.0,1,1125,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
3623,f,Mitte,52.55548,13.392,Entire home/apt,2,1,1,25.0,3,5,0,0,0,4,4.5,4.75,4.5,4.75,4.75,4.33,4.5,f,0.0,1.0
3624,f,Pankow,52.53798,13.41964,Private room,2,1,1,55.0,2,1125,0,0,0,5,4.8,4.6,4.8,4.8,4.6,4.8,4.8,f,1.0,0.0
3625,f,Friedrichshain-Kreuzberg,52.49354,13.41246,Private room,2,1,1,62.0,8,80,15,15,25,59,4.97,4.93,4.98,4.96,4.97,4.96,4.87,f,1.0,0.0
3626,t,Friedrichshain-Kreuzberg,52.49344,13.39829,Entire home/apt,3,1,2,53.0,7,9,3,3,3,137,4.94,4.96,4.96,4.93,4.95,4.88,4.85,f,0.0,1.0
3627,f,Pankow,52.5437,13.42317,Entire home/apt,2,1,1,28.0,180,730,0,0,0,9,5.0,5.0,5.0,5.0,5.0,4.89,4.78,t,0.0,1.0
3629,f,Mitte,52.5082,13.42451,Entire home/apt,6,2,3,106.0,2,1125,13,29,50,163,4.5,4.67,4.3,4.82,4.87,4.72,4.39,t,0.0,1.0
3630,f,Mitte,52.52034,13.35205,Private room,2,1,2,50.0,1,1125,0,0,0,1,4.0,2.0,1.0,5.0,5.0,5.0,3.0,f,0.0,1.0
3631,f,Tempelhof - Schöneberg,52.48714,13.36363,Entire home/apt,6,3,2,64.0,14,60,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,0.0,1.0
3632,f,Mitte,52.53508,13.40338,Entire home/apt,2,2,3,135.0,2,1125,0,0,0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
3633,f,Mitte,52.50680160522461,13.421509742736816,Entire home/apt,6,2,3,189.0,1,60,8,27,47,34,4.71,4.68,4.68,4.94,4.79,4.68,4.5,t,0.0,2.0
3634,t,Mitte,52.54337,13.35619,Entire home/apt,4,1,2,83.0,4,180,14,22,49,258,4.68,4.81,4.65,4.81,4.82,4.68,4.62,f,0.0,1.0
3635,f,Friedrichshain-Kreuzberg,52.49846,13.43125,Entire home/apt,2,1,1,50.0,2,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
3636,t,Friedrichshain-Kreuzberg,52.52432,13.44664,Private room,2,1,1,70.0,2,65,0,0,0,17,4.94,4.88,4.88,5.0,5.0,4.88,4.88,f,1.0,0.0
3637,f,Pankow,52.64014,13.49445,Private room,4,1,2,16.0,3,1125,0,0,0,2,4.0,5.0,4.5,3.5,3.5,4.5,4.5,f,0.0,1.0
3638,f,Tempelhof - Schöneberg,52.50183,13.35122,Entire home/apt,6,2,3,59.0,60,1125,0,0,0,4,4.0,4.5,4.5,4.5,4.5,5.0,4.0,f,0.0,1.0
3639,f,Charlottenburg-Wilm.,52.50859,13.30263,Entire home/apt,2,2,2,50.0,90,150,0,0,30,1,5.0,5.0,5.0,3.907018272425248,5.0,3.8565921517059714,3.77536720426385,f,0.0,1.0
3640,f,Friedrichshain-Kreuzberg,52.49439,13.44349,Private room,1,1,1,18.0,6,90,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
3641,f,Reinickendorf,52.63834,13.29662,Entire home/apt,4,3,2,99.0,90,365,0,18,48,87,4.9,4.95,4.87,5.0,4.99,4.84,4.92,f,0.0,2.0
3642,f,Friedrichshain-Kreuzberg,52.51638,13.46006,Private room,2,1,1,75.0,5,60,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1.0,0.0
3643,f,Friedrichshain-Kreuzberg,52.48678,13.39767,Private room,2,1,1,50.0,2,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
3644,f,Mitte,52.50708,13.37599,Private room,2,1,1,86.0,3,1125,21,42,72,157,4.63,4.65,4.43,4.71,4.7,4.93,4.56,t,0.0,2.5
3645,f,Friedrichshain-Kreuzberg,52.4889,13.42371,Private room,2,1,1,40.0,4,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
3646,f,Neukölln,52.46586,13.43848,Private room,2,1,1,30.0,3,1125,0,0,0,2,4.5,4.5,4.5,5.0,4.5,4.5,4.0,f,0.0,1.0
3647,f,Mitte,52.52947,13.40083,Entire home/apt,5,2,2,60.0,1,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
3648,f,Mitte,52.54856,13.34534,Private room,2,1,1,48.0,2,45,0,0,0,17,4.94,4.94,4.94,5.0,5.0,4.82,4.88,f,1.5,0.0
3649,f,Charlottenburg-Wilm.,52.47286,13.31578,Private room,2,1,1,40.0,1,3,0,0,0,1,4.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
3651,f,Treptow - Köpenick,52.46564,13.50904,Private room,2,1,1,39.0,2,15,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,0.0
3652,f,Treptow - Köpenick,52.49423,13.44604,Entire home/apt,6,4,7,80.0,4,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,2.0
3653,f,Pankow,52.53509,13.4311,Entire home/apt,2,1,1,41.0,183,1125,0,18,21,7,5.0,5.0,5.0,5.0,4.86,5.0,4.86,f,0.0,1.0
3654,f,Mitte,52.53166,13.40156,Entire home/apt,5,2,2,50.0,5,1125,0,0,0,1,0.0,3.884765792568997,3.7658480907581375,3.907018272425248,3.908782512451569,3.8565921517059714,3.77536720426385,t,0.0,1.0
3655,f,Tempelhof - Schöneberg,52.4799,13.3758,Private room,2,1,2,75.0,3,1125,0,0,0,19,4.94,4.94,5.0,5.0,4.89,4.59,5.0,t,1.0,0.0
3656,f,Friedrichshain-Kreuzberg,52.49134,13.3792,Private room,1,1,1,68.0,1,1125,0,0,0,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.0,1.0
3657,f,Friedrichshain-Kreuzberg,52.49931,13.4233,Private room,2,1,1,40.0,4,8,0,0,0,5,4.8,4.8,4.4,4.6,5.0,5.0,4.6,t,1.0,0.0
3658,f,Friedrichshain-Kreuzberg,52.51815,13.47264,Entire home/apt,4,1,2,50.0,1,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
3659,f,Neukölln,52.48353,13.43607,Entire home/apt,2,1,1,69.0,1,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
3661,f,Friedrichshain-Kreuzberg,52.50169,13.43844,Private room,2,1,1,35.0,1,1125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,0.0,1.0
3662,f,Spandau,52.53681,13.17185,Entire home/apt,4,2,4,63.0,92,180,0,0,22,4,5.0,4.67,5.0,5.0,4.33,4.0,5.0,f,0.0,1.0
3663,f,Neukölln,52.4746,13.42686,Private room,2,1,1,45.0,1,1125,0,0,0,2,5.0,5.0,5.0,5.0,5.0,4.5,4.5,f,0.0,1.0
3664,f,Pankow,52.53926086425781,13.42212963104248,Entire home/apt,4,2,2,130.0,1,60,17,44,74,43,4.58,4.77,4.6,4.56,4.57,4.78,4.49,t,0.0,1.0
3665,f,Friedrichshain-Kreuzberg,52.51451,13.44302,Entire home/apt,2,1,1,96.0,1,1125,10,10,10,29,4.72,4.9,4.24,4.83,5.0,4.9,4.52,f,0.0,1.0
3666,f,Friedrichshain-Kreuzberg,52.50842,13.46537,Private room,2,1,1,28.0,2,1125,0,0,0,8,4.75,5.0,4.75,5.0,4.75,4.75,4.5,f,0.0,1.0
3667,t,Friedrichshain-Kreuzberg,52.49188,13.41143,Entire home/apt,3,1,3,64.0,92,365,0,0,0,4,4.25,4.25,3.75,4.5,5.0,4.75,4.0,f,0.0,1.0
3668,t,Neukölln,52.48283,13.42775,Entire home/apt,3,2,2,67.0,92,1125,0,19,49,6,4.83,5.0,4.83,4.83,4.83,4.83,4.5,f,0.0,1.0
